2137,PU,SCL,AMS,K8000V,20,2023-05-01T21:20:00,2,1144,0
1920,UR,FRA,PRG,G8000Y,33,2023-05-10T03:07:00,2,1077,0
2335,NY,BRC,AMS,T8000M,48,2023-05-19T10:53:00,-3,874,0
1167,VI,BRC,AMS,M8000B,92,2023-05-07T19:14:00,-2,904,0
2733,PY,EZE,FRA,K8000X,67,2023-05-05T11:00:00,-1,1102,0
3348,LX,BRC,SCL,U8000U,92,2023-05-25T02:38:00,-1,942,0
882,MH,GIG,AMS,Z8000N,13,2023-05-18T08:04:00,2,236,0
2395,PS,WAW,GIG,R8000L,24,2023-05-14T06:02:00,5,838,0
371,II,SCL,AMS,F8000M,32,2023-05-11T09:41:00,-5,891,0
3288,BK,MAD,GIG,B8000H,30,2023-05-10T18:01:00,4,656,0
2735,XS,MAD,EZE,U8000L,23,2023-05-23T00:02:00,4,724,0
427,RM,WAW,AMS,F8000C,96,2023-05-31T03:09:00,5,1188,0
3268,TM,SCL,HND,I8000P,79,2023-05-10T20:01:00,3,456,0
2024,NM,PRG,HND,J8000E,99,2023-05-11T01:03:00,2,922,0
1791,XN,BRC,WAW,K8000P,88,2023-05-10T16:39:00,1,1068,0
3081,MG,BRC,HND,M8000L,80,2023-05-21T16:05:00,2,267,0
2226,MP,EZE,GIG,E8000E,26,2023-05-06T09:52:00,-4,672,0
2984,SR,FRA,BRC,M8000H,98,2023-05-12T09:27:00,3,355,0
1879,ZA,AMS,BRC,K8000H,6,2023-05-15T02:52:00,-2,167,0
582,PZ,PRG,FRA,S8000G,36,2023-05-08T12:18:00,1,585,0
3016,GM,EZE,GIG,C8000M,53,2023-05-03T03:58:00,-3,495,0
440,HK,SCL,GIG,X8000I,40,2023-05-03T23:49:00,-4,778,0
900,AN,SCL,MAD,P8000N,76,2023-05-10T16:58:00,5,1178,0
1582,GB,MAD,AMS,S8000M,15,2023-05-23T19:16:00,-4,206,0
2360,XY,EZE,BRC,P8000V,29,2023-05-20T18:29:00,1,249,0
1284,PJ,AMS,MAD,L8000Y,50,2023-05-04T05:27:00,-5,582,0
3455,XG,GIG,FRA,T8000V,91,2023-05-07T15:22:00,-5,165,0
3250,QW,MAD,GIG,I8000Z,6,2023-05-14T23:23:00,3,1085,0
2217,OP,MAD,SCL,P8000L,91,2023-05-06T02:05:00,1,766,0
672,UM,GIG,BRC,P8000Y,20,2023-05-13T06:33:00,-2,1121,0
2809,GN,FRA,WAW,M8000N,58,2023-05-19T05:53:00,5,210,0
242,EM,BRC,SCL,K8000W,31,2023-05-25T09:33:00,4,1034,0
2759,PO,BRC,EZE,S8000W,40,2023-05-03T06:59:00,2,458,0
1388,NP,HND,AMS,B8000N,92,2023-05-15T15:02:00,-2,394,0
799,VL,GIG,HND,W8000E,41,2023-05-08T21:50:00,-1,556,0
966,HX,FRA,AMS,U8000N,92,2023-05-25T16:27:00,-3,669,0
390,ZR,WAW,MAD,X8000M,97,2023-05-23T08:25:00,2,666,0
1486,TS,BRC,FRA,W8000C,57,2023-05-10T02:45:00,2,344,0
717,JI,HND,GIG,K8000G,35,2023-05-18T13:59:00,1,641,0
2245,LK,MAD,WAW,S8000R,30,2023-05-10T00:05:00,-3,437,0
1201,KX,BRC,FRA,R8000T,53,2023-05-24T15:27:00,-2,211,0
113,QM,BRC,SCL,J8000E,37,2023-05-16T01:02:00,1,726,0
1511,HJ,EZE,GIG,N8000E,41,2023-05-24T06:54:00,-5,320,0
1247,SB,BRC,GIG,A8000Q,78,2023-05-08T13:56:00,-3,832,0
599,MR,MAD,FRA,T8000L,12,2023-05-21T01:39:00,5,1116,0
2831,ES,WAW,HND,H8000R,80,2023-05-17T03:47:00,-2,701,0
2440,PA,AMS,BRC,T8000Z,67,2023-05-25T05:31:00,1,1075,0
2635,IJ,PRG,SCL,W8000S,67,2023-05-02T06:45:00,5,179,0
3332,KX,WAW,HND,F8000K,72,2023-05-24T12:30:00,3,835,0
1227,DR,AMS,MAD,L8000N,69,2023-05-10T08:07:00,-5,214,0
3161,UA,MAD,FRA,C8000A,96,2023-05-14T07:37:00,-1,1024,0
2857,JR,AMS,EZE,F8000W,24,2023-05-21T11:28:00,-5,520,0
3481,NT,FRA,SCL,G8000E,65,2023-05-18T22:35:00,4,213,0
902,AG,HND,BRC,E8000I,29,2023-05-22T08:40:00,-3,1151,0
677,CQ,HND,FRA,A8000W,76,2023-05-20T18:29:00,4,528,0
818,GB,SCL,HND,U8000B,42,2023-05-18T21:21:00,4,922,0
3148,XZ,FRA,MAD,Q8000C,94,2023-05-24T02:08:00,-3,982,0
