2525,QK,SCL,HND,B8000C,98,2023-05-10T10:11:00,4,896,0
1660,HH,EZE,GIG,Z8000S,5,2023-05-11T07:21:00,3,263,0
1525,MX,EZE,AMS,P8000C,56,2023-05-04T09:04:00,-2,804,0
3236,FH,WAW,GIG,C8000S,2,2023-05-30T09:53:00,-1,1186,0
354,HM,SCL,HND,F8000T,33,2023-05-04T22:12:00,-2,974,0
1524,KQ,SCL,EZE,K8000V,62,2023-05-05T16:18:00,-4,529,0
1150,BD,MAD,SCL,F8000O,20,2023-05-19T19:52:00,5,221,0
697,SA,MAD,SCL,I8000S,21,2023-05-27T04:21:00,-5,220,0
3180,ET,WAW,AMS,B8000D,60,2023-05-14T14:09:00,4,559,0
801,QZ,WAW,FRA,U8000E,15,2023-05-10T18:33:00,0,340,0
498,RD,SCL,HND,F8000C,69,2023-05-19T12:03:00,4,135,0
2216,XT,SCL,HND,B8000U,100,2023-05-02T10:02:00,3,532,0
429,JP,GIG,AMS,D8000Y,77,2023-05-16T05:05:00,3,273,0
2384,SO,PRG,MAD,V8000D,31,2023-05-17T15:27:00,3,894,0
3450,NX,FRA,MAD,M8000T,30,2023-05-01T22:04:00,-5,252,0
3033,DS,BRC,EZE,Q8000G,74,2023-05-15T21:22:00,3,712,0
3365,KZ,HND,PRG,C8000O,3,2023-05-28T17:40:00,2,420,0
1413,LZ,FRA,MAD,L8000Q,90,2023-05-01T14:53:00,4,366,0
1335,OQ,HND,BRC,Z8000P,74,2023-05-26T00:57:00,-1,941,0
785,YO,WAW,GIG,Z8000N,3,2023-05-29T10:58:00,-4,1023,0
1446,XN,FRA,EZE,V8000E,1,2023-05-07T12:00:00,5,901,0
3411,TQ,HND,BRC,I8000E,10,2023-05-01T15:44:00,-1,1181,0
722,ID,SCL,GIG,Y8000M,96,2023-05-23T13:51:00,-5,212,0
2476,KG,BRC,HND,H8000V,72,2023-05-08T14:03:00,-5,1042,0
2031,BU,FRA,AMS,P8000O,15,2023-05-29T04:42:00,-1,114,0
1808,LG,GIG,BRC,W8000O,60,2023-05-20T10:18:00,4,659,0
397,YU,EZE,SCL,P8000U,57,2023-05-15T06:05:00,-1,1197,0
2609,WS,PRG,GIG,U8000G,63,2023-05-29T11:55:00,4,1104,0
2353,PS,WAW,MAD,B8000F,30,2023-05-07T16:46:00,-2,469,0
2108,LV,SCL,MAD,O8000G,20,2023-05-11T17:11:00,3,780,0
3428,BL,BRC,PRG,Z8000B,51,2023-05-07T19:29:00,2,703,0
799,UB,FRA,HND,I8000E,95,2023-05-28T02:23:00,4,416,0
2446,DV,EZE,MAD,R8000D,67,2023-05-10T16:07:00,-2,94,0
1061,OI,HND,GIG,V8000C,100,2023-05-10T17:56:00,-3,1043,0
2811,WM,AMS,HND,C8000U,57,2023-05-24T04:55:00,2,115,0
2724,AL,WAW,SCL,Y8000M,86,2023-05-11T20:43:00,0,411,0
1514,XW,SCL,MAD,Y8000R,35,2023-05-02T08:04:00,-4,1072,0
2283,FF,AMS,SCL,D8000A,57,2023-05-11T15:42:00,1,435,0
1484,GS,FRA,GIG,N8000P,91,2023-05-31T02:14:00,1,666,0
307,GM,MAD,HND,P8000W,18,2023-05-16T19:45:00,5,614,0
361,QK,AMS,MAD,B8000O,78,2023-05-06T13:18:00,-1,743,0
488,NG,GIG,BRC,F8000S,97,2023-05-21T22:13:00,-3,548,0
1561,PA,HND,EZE,H8000R,49,2023-05-28T20:03:00,4,1094,0
1830,KA,FRA,WAW,Q8000R,11,2023-05-06T01:47:00,3,659,0
3413,YW,BRC,EZE,V8000A,98,2023-05-04T00:07:00,3,319,0
149,ID,PRG,EZE,F8000W,17,2023-05-21T17:31:00,3,296,0
556,YN,SCL,HND,D8000C,81,2023-05-19T02:26:00,-3,706,0
1579,XI,MAD,EZE,J8000P,70,2023-05-03T13:26:00,-2,713,0
3300,VK,WAW,BRC,L8000L,52,2023-05-30T04:29:00,-1,231,0
1705,EJ,BRC,EZE,X8000D,26,2023-05-09T23:30:00,5,906,0
2863,UH,MAD,BRC,V8000Z,28,2023-05-22T23:14:00,0,1137,0
2429,HV,MAD,PRG,T8000L,97,2023-05-26T18:27:00,-2,894,0
2332,MW,SCL,WAW,B8000U,64,2023-05-26T12:49:00,4,856,0
802,IP,MAD,AMS,S8000U,18,2023-05-03T17:52:00,-1,710,0
2638,ER,WAW,SCL,N8000P,79,2023-05-16T17:08:00,0,381,0
599,CH,PRG,SCL,V8000J,31,2023-05-13T11:35:00,2,1031,0
1089,CX,MAD,FRA,J8000U,36,2023-05-17T16:10:00,1,457,0
875,YL,SCL,GIG,F8000G,58,2023-05-06T06:17:00,4,985,0
2860,YK,EZE,BRC,B8000Z,72,2023-05-19T11:43:00,4,1151,0
198,KM,MAD,HND,P8000F,29,2023-05-26T15:31:00,3,1019,0
3060,NM,HND,SCL,O8000H,11,2023-05-27T02:31:00,1,243,0
2835,RS,BRC,AMS,C8000N,78,2023-05-14T23:27:00,1,963,0
263,DX,BRC,MAD,E8000I,80,2023-05-10T11:07:00,4,780,0
1423,HH,EZE,BRC,G8000G,88,2023-05-05T05:23:00,3,177,0
537,NS,GIG,SCL,T8000V,75,2023-05-27T01:49:00,-5,357,0
1579,TR,HND,EZE,Z8000O,13,2023-05-11T02:10:00,-3,709,0
1337,WN,GIG,EZE,H8000J,78,2023-05-22T10:14:00,-5,707,0
2475,ZX,FRA,WAW,N8000I,56,2023-05-16T20:43:00,-3,419,0
1324,QP,FRA,WAW,D8000Z,69,2023-05-13T09:55:00,-4,209,0
2008,TJ,FRA,GIG,D8000G,69,2023-05-05T18:34:00,5,500,0
539,LH,BRC,MAD,M8000P,33,2023-05-08T22:59:00,3,704,0
1552,UD,SCL,EZE,N8000L,1,2023-05-31T14:36:00,1,631,0
2984,PT,PRG,GIG,F8000P,90,2023-05-11T20:45:00,-5,816,0
2261,CP,FRA,WAW,V8000W,65,2023-05-30T12:59:00,5,615,0
2921,QW,MAD,AMS,D8000Q,78,2023-05-16T19:48:00,-5,1178,0
2906,KB,SCL,FRA,N8000X,28,2023-05-25T16:23:00,2,300,0
2638,UA,EZE,BRC,X8000J,10,2023-05-15T16:51:00,-4,876,0
1336,QT,GIG,PRG,A8000R,82,2023-05-29T19:31:00,1,525,0
1238,HW,HND,SCL,D8000W,40,2023-05-17T10:04:00,4,590,0
2314,VU,HND,WAW,W8000E,51,2023-05-14T21:39:00,4,842,0
641,PD,AMS,PRG,O8000X,70,2023-05-08T06:20:00,-4,506,0
3016,DN,WAW,AMS,V8000O,5,2023-05-05T21:34:00,1,376,0
2213,AA,SCL,WAW,H8000Y,93,2023-05-08T21:27:00,-5,1136,0
2632,ZW,FRA,EZE,P8000N,67,2023-05-12T14:11:00,2,1014,0
1222,MA,MAD,GIG,Q8000A,10,2023-05-28T00:02:00,-5,703,0
3319,XP,BRC,FRA,P8000R,22,2023-05-01T18:19:00,-3,924,0
3377,AL,FRA,BRC,C8000V,55,2023-05-26T06:02:00,-5,342,0
2623,ZP,SCL,AMS,S8000Y,92,2023-05-22T03:06:00,-4,1101,0
1509,LQ,MAD,FRA,Z8000S,98,2023-05-01T20:13:00,-5,91,0
2324,JH,FRA,PRG,H8000J,35,2023-05-15T13:00:00,-2,80,0
2969,AC,FRA,HND,J8000F,73,2023-05-05T14:07:00,1,84,0
1249,JO,HND,WAW,O8000S,76,2023-05-30T04:14:00,-4,243,0
667,UY,EZE,SCL,J8000T,62,2023-05-06T06:25:00,2,139,0
1418,WY,MAD,BRC,R8000V,62,2023-05-24T10:13:00,0,801,0
1368,XM,PRG,BRC,J8000W,69,2023-05-30T13:47:00,-5,409,0
1002,WU,BRC,SCL,S8000T,80,2023-05-16T02:16:00,5,269,0
3325,LU,AMS,HND,Z8000U,70,2023-05-27T16:31:00,2,933,0
2722,IG,EZE,FRA,X8000T,11,2023-05-21T04:07:00,4,515,0
1177,OS,WAW,MAD,S8000O,89,2023-05-24T00:23:00,-4,416,0
819,ZO,FRA,GIG,H8000W,24,2023-05-08T01:30:00,2,797,0
2371,PV,GIG,HND,N8000R,97,2023-05-08T00:19:00,-3,1046,0
902,NG,PRG,GIG,Z8000G,95,2023-05-06T20:34:00,1,279,0
2029,QQ,GIG,AMS,I8000W,97,2023-05-25T23:58:00,5,1138,0
1870,UZ,BRC,PRG,C8000K,96,2023-05-10T23:55:00,-5,471,0
1060,QW,BRC,GIG,X8000L,35,2023-05-02T14:37:00,4,105,0
1153,EC,PRG,WAW,V8000A,9,2023-05-27T22:03:00,0,686,0
2319,NG,GIG,HND,J8000U,72,2023-05-28T08:40:00,-2,453,0
1638,GF,BRC,EZE,J8000T,62,2023-05-26T23:47:00,4,385,0
1068,EM,WAW,AMS,M8000Z,44,2023-05-31T07:31:00,-3,719,0
2679,RV,BRC,WAW,R8000R,4,2023-05-09T01:49:00,5,843,0
2019,AL,GIG,EZE,V8000Y,20,2023-05-07T17:46:00,-1,396,0
3415,JF,WAW,BRC,G8000W,92,2023-05-25T09:07:00,-5,369,0
3251,HF,AMS,FRA,U8000Z,41,2023-05-31T02:10:00,4,1130,0
3332,NW,GIG,WAW,E8000I,26,2023-05-11T23:53:00,-3,783,0
3162,YA,GIG,FRA,L8000X,51,2023-05-09T08:39:00,-1,1093,0
2393,CV,MAD,PRG,C8000O,25,2023-05-23T23:56:00,4,955,0
1406,OR,MAD,BRC,W8000H,52,2023-05-22T16:37:00,2,790,0
366,PT,GIG,SCL,V8000G,7,2023-05-08T11:50:00,-3,762,0
846,WL,EZE,HND,H8000M,86,2023-05-29T20:29:00,5,392,0
1039,HY,PRG,SCL,D8000X,22,2023-05-29T15:30:00,-2,61,0
547,LU,HND,PRG,D8000K,12,2023-05-29T12:43:00,-4,267,0
2413,RD,FRA,HND,N8000U,17,2023-05-20T22:05:00,2,804,0
1191,UK,FRA,GIG,Y8000E,95,2023-05-28T22:06:00,2,138,0
2127,HY,BRC,HND,N8000F,37,2023-05-22T19:40:00,-1,696,0
